+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.5557   |
|  epoch 2  |   0.4712   |
|  epoch 3  |   0.4368   |
|  epoch 4  |   0.4103   |
|  epoch 5  |   0.3857   |
|  epoch 6  |   0.3638   |
|  epoch 7  |   0.3435   |
|  epoch 8  |   0.3222   |
|  epoch 9  |   0.3015   |
|  epoch 10 |   0.2832   |
|  epoch 11 |   0.2673   |
|  epoch 12 |   0.2444   |
|  epoch 13 |   0.2291   |
|  epoch 14 |   0.2162   |
|  epoch 15 |   0.2012   |
|  epoch 16 |   0.1846   |
|  epoch 17 |   0.1730   |
|  epoch 18 |   0.1601   |
|  epoch 19 |   0.1493   |
|  epoch 20 |   0.1394   |
|  epoch 21 |   0.1313   |
|  epoch 22 |   0.1217   |
|  epoch 23 |   0.1126   |
|  epoch 24 |   0.1005   |
|  epoch 25 |   0.1004   |
|  epoch 26 |   0.0935   |
|  epoch 27 |   0.0869   |
|  epoch 28 |   0.0828   |
|  epoch 29 |   0.0815   |
|  epoch 30 |   0.0756   |
|  epoch 31 |   0.0710   |
|  epoch 32 |   0.0680   |
|  epoch 33 |   0.0624   |
|  epoch 34 |   0.0557   |
|  epoch 35 |   0.0581   |
|  epoch 36 |   0.0620   |
|  epoch 37 |   0.0606   |
|  epoch 38 |   0.0586   |
|  epoch 39 |   0.0506   |
|  epoch 40 |   0.0499   |
|  epoch 41 |   0.0445   |
|  epoch 42 |   0.0455   |
|  epoch 43 |   0.0466   |
|  epoch 44 |   0.0498   |
|  epoch 45 |   0.0451   |
|  epoch 46 |   0.0400   |
|  epoch 47 |   0.0420   |
|  epoch 48 |   0.0413   |
|  epoch 49 |   0.0400   |
|  epoch 50 |   0.0411   |
|  epoch 51 |   0.0314   |
|  epoch 52 |   0.0362   |
|  epoch 53 |   0.0383   |
|  epoch 54 |   0.0310   |
|  epoch 55 |   0.0325   |
|  epoch 56 |   0.0335   |
|  epoch 57 |   0.0350   |
|  epoch 58 |   0.0374   |
|  epoch 59 |   0.0352   |
|  epoch 60 |   0.0307   |
|  epoch 61 |   0.0317   |
|  epoch 62 |   0.0300   |
|  epoch 63 |   0.0279   |
|  epoch 64 |   0.0271   |
|  epoch 65 |   0.0290   |
|  epoch 66 |   0.0305   |
|  epoch 67 |   0.0314   |
|  epoch 68 |   0.0250   |
|  epoch 69 |   0.0284   |
|  epoch 70 |   0.0266   |
|  epoch 71 |   0.0275   |
|  epoch 72 |   0.0220   |
|  epoch 73 |   0.0303   |
|  epoch 74 |   0.0331   |
|  epoch 75 |   0.0209   |
|  epoch 76 |   0.0298   |
|  epoch 77 |   0.0225   |
|  epoch 78 |   0.0212   |
|  epoch 79 |   0.0214   |
|  epoch 80 |   0.0197   |
|  epoch 81 |   0.0223   |
|  epoch 82 |   0.0247   |
|  epoch 83 |   0.0259   |
|  epoch 84 |   0.0189   |
|  epoch 85 |   0.0255   |
|  epoch 86 |   0.0220   |
|  epoch 87 |   0.0194   |
|  epoch 88 |   0.0211   |
|  epoch 89 |   0.0199   |
|  epoch 90 |   0.0198   |
|  epoch 91 |   0.0213   |
|  epoch 92 |   0.0209   |
|  epoch 93 |   0.0199   |
|  epoch 94 |   0.0204   |
|  epoch 95 |   0.0203   |
|  epoch 96 |   0.0257   |
|  epoch 97 |   0.0206   |
|  epoch 98 |   0.0155   |
|  epoch 99 |   0.0161   |
| epoch 100 |   0.0155   |
| epoch 101 |   0.0190   |
| epoch 102 |   0.0196   |
| epoch 103 |   0.0194   |
| epoch 104 |   0.0191   |
| epoch 105 |   0.0142   |
| epoch 106 |   0.0158   |
| epoch 107 |   0.0195   |
| epoch 108 |   0.0180   |
| epoch 109 |   0.0214   |
| epoch 110 |   0.0162   |
| epoch 111 |   0.0186   |
| epoch 112 |   0.0201   |
| epoch 113 |   0.0136   |
| epoch 114 |   0.0129   |
| epoch 115 |   0.0158   |
| epoch 116 |   0.0165   |
| epoch 117 |   0.0161   |
| epoch 118 |   0.0177   |
| epoch 119 |   0.0201   |
| epoch 120 |   0.0185   |
| epoch 121 |   0.0176   |
| epoch 122 |   0.0194   |
| epoch 123 |   0.0148   |
| epoch 124 |   0.0138   |
| epoch 125 |   0.0131   |
| epoch 126 |   0.0103   |
| epoch 127 |   0.0175   |
| epoch 128 |   0.0206   |
| epoch 129 |   0.0212   |
| epoch 130 |   0.0153   |
| epoch 131 |   0.0112   |
| epoch 132 |   0.0113   |
| epoch 133 |   0.0117   |
| epoch 134 |   0.0150   |
| epoch 135 |   0.0236   |
| epoch 136 |   0.0169   |
| epoch 137 |   0.0126   |
| epoch 138 |   0.0121   |
| epoch 139 |   0.0123   |
| epoch 140 |   0.0133   |
| epoch 141 |   0.0152   |
| epoch 142 |   0.0170   |
| epoch 143 |   0.0162   |
| epoch 144 |   0.0137   |
| epoch 145 |   0.0109   |
| epoch 146 |   0.0085   |
| epoch 147 |   0.0147   |
| epoch 148 |   0.0144   |
| epoch 149 |   0.0136   |
| epoch 150 |   0.0169   |
+-----------+------------+
